HOMER_QUIZ_1052814,1052814,MULTICHOICE,2,1,1,2,2,3,1,1,1,1,2,1,4,1,3,1,2,4,1,1,4,2,2
HOMER_QUIZ_1052815,1052815,MULTICHOICE,4,1,1,3,3,1,4,4,3,2,3,4,3,3,3,3,1,3,1,3,1,4,1
HOMER_QUIZ_1052816,1052816,MULTICHOICE,1,1,1,1,2,3,1,1,4,2,1,2,2,3,1,2,1,2,1,2,1,1,1
HOMER_QUIZ_1052817,1052817,MULTICHOICE,4,1,4,5,3,5,4,4,4,1,5,4,4,1,4,1,4,1,2,4,4,4,4
HOMER_QUIZ_1052818,1052818,MULTICHOICE,3,1,2,2,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1052819,1052819,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1052820,1052820,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1052821,1052821,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3
HOMER_QUIZ_1052822,1052822,MULTICHOICE,2,1,4,2,1,3,2,2,2,4,1,2,4,2,2,2,2,4,2,4,2,2,5
HOMER_QUIZ_1052823,1052823,MULTICHOICE,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2
HOMER_QUIZ_1052824,1052824,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
HOMER_QUIZ_1052825,1052825,MULTICHOICE,4,1,2,5,5,2,4,4,5,4,4,4,4,5,4,2,2,5,4,5,5,4,5
HOMER_QUIZ_1052832,1052832,MULTICHOICE,1,1,1,1,1,1,1,2,3,3,1,3,3,3,1,1,1,3,1,1,3,1,3
HOMER_QUIZ_1052833,1052833,MULTICHOICE,4,1,4,4,4,1,5,4,5,5,4,1,4,4,4,4,5,4,1,4,1,4,4
HOMER_QUIZ_1052834,1052834,MULTICHOICE,1,1,1,1,1,1,4,4,5,3,1,1,1,1,1,1,4,1,4,1,1,1,1
HOMER_QUIZ_1052835,1052835,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
HOMER_QUIZ_1052836,1052836,MULTICHOICE,1,1,1,4,5,1,1,2,2,1,1,5,1,1,1,1,1,2,1,1,2,1,1
HOMER_QUIZ_1052837,1052837,MULTICHOICE,5,1,5,5,5,2,1,5,3,5,5,1,5,1,2,2,5,1,2,1,5,5,2
HOMER_QUIZ_1052838,1052838,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
HOMER_QUIZ_1052839,1052839,MULTICHOICE,4,1,1,3,1,4,2,3,1,1,5,1,1,2,4,1,4,1,4,4,4,4,1
HOMER_QUIZ_1052840,1052840,MULTICHOICE,3,1,4,4,3,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4
HOMER_QUIZ_1052841,1052841,MULTICHOICE,5,1,5,5,2,5,5,1,5,2,5,2,5,5,5,5,2,5,5,1,5,5,2
HOMER_QUIZ_1052842,1052842,MULTICHOICE,4,1,4,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1052843,1052843,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,5,3,5
HOMER_QUIZ_1052844,1052844,MULTICHOICE,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2
HOMER_QUIZ_1052846,1052846,MULTICHOICE,1,1,1,5,1,4,4,4,4,4,1,5,1,1,2,4,5,4,4,4,5,4,1
HOMER_QUIZ_1052847,1052847,MULTICHOICE,3,1,3,2,3,2,2,3,2,3,3,3,3,3,3,3,4,3,2,2,5,3,3
HOMER_QUIZ_1052848,1052848,MULTICHOICE,3,1,3,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3
HOMER_QUIZ_1052849,1052849,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
HOMER_QUIZ_1052854,1052854,MULTICHOICE,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,1,2,4,1,1,1,1,1
HOMER_QUIZ_1052855,1052855,MULTICHOICE,5,1,5,4,3,2,4,3,5,5,5,4,4,3,5,2,5,2,3,3,2,5,3
HOMER_QUIZ_1052856,1052856,MULTICHOICE,2,1,2,2,2,5,2,2,2,2,2,5,2,5,2,5,2,2,2,2,5,2,2
HOMER_QUIZ_1052857,1052857,MULTICHOICE,3,1,3,2,1,1,3,5,5,5,4,2,2,3,3,2,1,3,3,5,1,5,2
HOMER_QUIZ_1052858,1052858,MULTICHOICE,4,1,2,4,4,1,4,1,4,4,5,4,5,4,4,4,4,4,4,5,4,4,4
HOMER_QUIZ_1052862,1052862,MULTICHOICE,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
HOMER_QUIZ_1052863,1052863,MULTICHOICE,2,1,2,2,2,2,2,2,1,2,2,2,1,3,2,3,2,2,2,2,2,2,2
HOMER_QUIZ_1052864,1052864,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1052865,1052865,MULTICHOICE,4,1,4,4,4,4,4,5,4,5,4,4,4,2,4,4,4,4,2,4,4,4,4
HOMER_QUIZ_1052866,1052866,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
HOMER_QUIZ_1052867,1052867,MULTICHOICE,3,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1052868,1052868,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1052869,1052869,MULTICHOICE,2,1,2,2,2,2,2,2,2,2,2,5,2,5,2,2,5,2,2,2,3,2,5
HOMER_QUIZ_1052870,1052870,MULTICHOICE,1,1,5,2,1,1,1,5,1,1,1,1,1,4,1,1,1,4,4,5,1,1,1
HOMER_QUIZ_1052871,1052871,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4
HOMER_QUIZ_1052872,1052872,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,2,4,4,4,4,4,4
HOMER_QUIZ_1052873,1052873,MULTICHOICE,3,1,3,3,2,3,3,3,2,2,3,2,3,2,3,0,3,3,3,3,3,3,3
HOMER_QUIZ_1052874,1052874,MULTICHOICE,2,1,2,2,2,5,2,1,5,2,1,2,5,2,2,0,2,2,2,5,2,2,4
HOMER_QUIZ_1052875,1052875,MULTICHOICE,4,1,4,2,2,4,2,2,4,2,4,2,3,2,4,0,3,2,1,4,2,2,4
HOMER_QUIZ_1052876,1052876,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1
HOMER_QUIZ_1052877,1052877,MULTICHOICE,2,1,2,2,5,2,1,2,4,4,2,5,2,4,2,2,4,4,1,1,2,2,4
HOMER_QUIZ_1052878,1052878,MULTICHOICE,3,1,3,3,5,3,3,3,3,3,3,3,3,4,3,0,3,3,3,3,3,5,3
HOMER_QUIZ_1052879,1052879,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5
HOMER_QUIZ_1052797,1052797,MULTICHOICE,-1,1,3,3,3,3,3,3,1,3,3,3,3,3,3,0,3,3,3,3,3,3,1
HOMER_QUIZ_1052880,1052880,MULTICHOICE,3,1,3,3,5,3,3,2,4,3,3,5,5,3,4,0,3,3,3,2,2,3,3
HOMER_QUIZ_1052798,1052798,MULTICHOICE,4,1,4,2,1,1,1,4,4,5,4,5,5,2,4,2,2,2,4,5,4,5,4
HOMER_QUIZ_1052799,1052799,MULTICHOICE,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
HOMER_QUIZ_1052881,1052881,MULTICHOICE,2,1,2,2,1,2,2,2,2,2,5,2,2,2,2,0,2,4,2,2,2,2,2
HOMER_QUIZ_1052800,1052800,MULTICHOICE,5,1,5,5,5,5,5,5,1,1,5,5,5,2,5,0,5,5,5,5,5,5,5
HOMER_QUIZ_1052882,1052882,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_QUIZ_1052883,1052883,MULTICHOICE,2,1,2,2,4,2,2,2,3,1,2,4,3,4,4,1,3,1,2,3,2,2,2
HOMER_QUIZ_1052884,1052884,MULTICHOICE,5,1,5,2,2,5,5,5,2,5,5,5,5,2,5,5,2,2,5,2,2,5,2
HOMER_QUIZ_1052885,1052885,MULTICHOICE,3,1,3,3,1,5,3,3,1,1,3,3,1,3,3,3,3,3,3,1,3,3,2
HOMER_QUIZ_1052886,1052886,MULTICHOICE,2,1,3,2,2,2,2,3,2,3,2,2,2,2,2,2,5,2,2,2,2,2,2
HOMER_QUIZ_1052887,1052887,MULTICHOICE,4,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5
HOMER_QUIZ_1052888,1052888,MULTICHOICE,2,1,4,5,2,2,2,2,2,2,2,2,4,1,2,2,4,2,5,2,2,4,4
HOMER_QUIZ_1052859,1052859,MULTICHOICE,1,1,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_QUIZ_1052860,1052860,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,10,3,3,4,3,3,3,10,3,4,3,5,3
HOMER_QUIZ_1052861,1052861,MULTICHOICE,8,1,8,8,8,8,8,8,4,8,8,4,8,8,8,4,8,8,8,8,8,8,8
HOMER_QUIZ_1052826,1052826,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_QUIZ_1052827,1052827,MULTICHOICE,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7
HOMER_QUIZ_1052828,1052828,MULTICHOICE,3,1,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3
HOMER_QUIZ_1052829,1052829,MULTICHOICE,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2
HOMER_QUIZ_1052830,1052830,MULTICHOICE,4,1,4,5,3,4,4,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3
HOMER_QUIZ_1052831,1052831,MULTICHOICE,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
HOMER_QUIZ_1052850,1052850,MULTICHOICE,1,1,1,1,9,1,1,9,1,3,1,1,1,1,1,1,1,3,9,1,9,1,1
HOMER_QUIZ_1052851,1052851,MULTICHOICE,8,1,8,3,8,3,3,3,8,8,8,3,8,8,8,2,8,8,8,8,8,3,3
HOMER_QUIZ_1052852,1052852,MULTICHOICE,7,1,7,7,7,7,7,7,7,7,7,2,7,7,7,9,9,7,7,7,7,9,7
HOMER_QUIZ_1052853,1052853,MULTICHOICE,6,1,6,6,1,6,6,6,6,6,6,7,6,3,6,3,6,6,6,6,6,6,6
