"HOMER_Quiz_1044974","","MULTICHOICE","4","1","4","4","4","4","4","2","4","4","3","4","4","4","4","4","4","3","4","4","4","3","4","4","4","4","4","5","4","4","4","4","4","4","4","3","3","4","4","2","4","4","4","4","3","4","4","4","4","3","4","4","3","3","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","3","4","4","4","4","4","2","3","4","4","3","2","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","3","4","5","4","4","4","3","4","4","3","4","4","4","4","4","4","4","3","3","4","4","4","3","4","4","4","2","4","4","4","4","4","4","4","3","4","4","4","4","5","4","4","4","3","4","3","3","4","4","4","5","2","4","4","4","4","4","4","4","4","4","4",
"HOMER_Quiz_1044975","","MULTICHOICE","4","1","4","4","4","5","4","4","4","4","1","4","4","4","4","4","2","4","5","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","4","4","5","4","5","5","4","4","5","1","4","4","4","4","4","4","4","4","4","1","4","4","4","4","4","4","5","4","2","5","4","4","4","4","4","4","1","4","4","4","4","1","1","5","4","5","4","4","1","4","4","1","4","4","4","4","4","4","4","1","4","4","4","4","4","4","1","4","1","4","4","4","4","4","4","4","4","4","3","4","2","4","4","4","4","4","2","5","5","4","4","4","4","4","4","5","4","4","4","4","4","1","4","4","4","4","3","4","4","4","5","4","4","4","4","4","4",
"HOMER_Quiz_1044976","","MULTICHOICE","3","1","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"HOMER_Quiz_1044977","","MULTICHOICE","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","5","3","3","4","3","3","3","3","3","4","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","2","3","3","3","3","3","3","5","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","5","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","5","1","3","3","3","3","3","3","3","3","3","5","3","4","3","3","3","3","4","3","3","3","3","3","3","3","3","3","3","1","5","3","3","3","3","3","3","3","3","3","5","3","5","3","5","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3",
"HOMER_Quiz_1045016","","MULTICHOICE","5","1","5","1","5","4","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","4","5","4","5","4","5","2","3","3","5","2","5","5","5","5","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","4","5","5","5","5","5","4","2","5","5","5","5","4","5","5","5","5","2","5","4","4","5","5","5","5","5","5","5","4","4","5","4","5","4","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5",
"HOMER_Quiz_1045150","","MULTICHOICE","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"HOMER_Quiz_1045017","","MULTICHOICE","2","1","2","3","2","2","2","2","1","1","1","2","1","2","5","2","2","2","1","1","3","1","5","2","2","1","1","1","2","2","1","1","1","1","2","2","1","2","1","1","2","2","1","1","3","3","2","2","3","1","1","2","1","1","2","2","1","1","2","1","1","1","2","2","3","1","1","1","2","1","2","2","2","1","1","3","2","1","1","2","2","5","2","1","2","1","1","1","1","1","2","1","1","2","1","1","2","3","2","2","1","1","3","1","1","2","1","2","1","1","2","1","1","2","1","2","2","1","2","2","1","1","1","3","1","1","3","1","2","1","2","3","1","2","2","1","1","2","1","1","2","1","1","1","2","4","1","1","2","1","1","1","3","2","1","2","1","3","2","2","3","2","1","2",
"HOMER_Quiz_1044979","","MULTICHOICE","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","2","5","2","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","4","2","2","2","2","2","2","2","2","2","2","5","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","2","2","2","2","5","2","2","2","2","4","2","2","2","2","2","3","2","2","2","2","2","2","2","5","2","2",
"HOMER_Quiz_1045018","","MULTICHOICE","2","1","2","3","2","1","2","4","2","2","3","3","3","3","2","3","2","2","2","2","3","3","2","2","3","2","3","2","2","2","2","3","2","2","3","2","2","2","2","3","3","4","2","4","2","2","2","2","3","3","2","3","2","2","2","2","2","3","3","3","3","2","3","2","2","2","2","2","2","2","3","1","2","2","2","3","4","3","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","3","2","2","2","2","3","2","2","2","3","1","3","2","3","2","2","3","3","2","2","2","2","2","2","2","2","2","3","2","2","4","2","3","3","2","4","4","3","2","3","3","2","2","3","3","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","3","2","3",
"HOMER_Quiz_1044980","","MULTICHOICE","1","1","1","1","1","4","1","1","1","1","1","4","4","1","1","1","4","4","1","1","5","4","1","5","1","1","1","1","4","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","4","1","5","1","1","1","4","1","4","5","1","1","1","1","1","1","1","1","4","1","1","1","3","1","4","1","4","1","4","1","5","1","5","4","5","1","4","3","1","1","5","5","1","5","4","1","1","1","1","1","4","1","5","1","1","1","4","5","1","1","4","1","1","1","5","1","1","1","1","1","5","5","1","1","1","5","1","4","4","4","5","1","1","1","1","5","4","4","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","1","1","1","1","1","5","1","1","1","1","1","1",
"HOMER_Quiz_1045019","","MULTICHOICE","1","1","1","4","3","1","1","3","1","1","1","1","2","1","1","1","4","1","3","1","2","1","2","4","1","1","1","1","1","1","1","3","1","4","1","1","3","4","4","1","4","4","1","1","1","2","1","1","4","1","3","1","1","1","2","1","1","2","1","3","1","1","1","1","1","1","1","1","3","1","1","1","1","1","4","1","1","1","1","1","1","1","1","4","2","1","1","3","1","1","1","1","2","3","1","1","1","1","1","1","3","1","1","1","1","1","1","1","3","4","1","1","4","4","1","1","4","3","4","1","1","1","1","1","3","4","3","1","1","1","4","4","3","1","1","1","1","1","1","1","1","1","3","2","1","1","1","3","1","1","1","1","4","1","1","1","1","1","1","1","1","4","1","1",
"HOMER_Quiz_1045020","","MULTICHOICE","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","1","3","3","3","1","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3",
"HOMER_Quiz_1045151","","MULTICHOICE","1","1","4","1","1","2","5","1","5","1","1","5","4","4","1","1","1","1","4","1","1","1","1","4","5","1","1","1","1","1","1","5","1","1","1","4","1","1","5","4","1","1","1","5","1","1","1","1","1","1","1","1","1","1","2","5","1","4","1","1","1","1","1","4","1","1","4","2","4","1","1","1","1","5","1","5","1","1","1","1","1","1","5","1","1","1","5","4","1","1","1","1","1","4","5","5","1","4","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","4","4","1","1","1","5","1","5","1","4","1","4","1","4","5","1","5","4","1","5","1","5","1","5","1","4","1","3","1","4","4","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"HOMER_Quiz_1044982","","MULTICHOICE","4","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","1","4","4","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4",
