HOMER_Quiz_1050069,,MULTICHOICE,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,2,3,4,4,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,1,3,3,2,3,4,3,3,2,3,3,3,3,4,3,3,3,2,3,3,3,4,3,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,3,3,2,3,3,3,3,3,3,3,4,3,2,3,3,3,2,3,3,4,2,4,3,3,3,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,1,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
HOMER_Quiz_1050070,,MULTICHOICE,3,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,4,4,3,4,3,3,3,4,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,3,3,3,3
HOMER_Quiz_1050071,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_Quiz_1050072,,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_Quiz_1050073,,MULTICHOICE,2,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
HOMER_Quiz_1050074,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_Quiz_1050075,,MULTICHOICE,4,1,1,4,4,2,4,4,4,4,1,2,4,1,4,4,4,4,4,4,4,4,2,4,4,1,4,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,1,4,4,4,1,4,2,4,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,2,1,4,1,2,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,4,4,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,2,2,4,4,4,4,4,4
HOMER_Quiz_1050076,,MULTICHOICE,3,1,3,3,4,4,3,3,3,4,1,4,4,3,3,3,4,3,4,3,3,3,4,3,4,3,4,3,3,3,4,3,1,4,3,2,3,4,4,3,3,2,3,3,3,3,1,4,4,3,3,3,3,2,4,3,3,1,3,2,4,4,3,2,3,3,3,3,3,4,3,4,3,4,3,2,3,4,4,1,3,3,3,3,3,4,1,4,3,3,3,3,1,3,4,4,4,2,4,2,3,4,3,4,4,3,3,2,1,4,3,2,3,3,4,3,4,3,1,3,4,3,4,3,3,4,3,3,4,3,3,3,2,3,3,3,4,3,4,3,4,4,3,4,3,3,4,4,3,3,4,3,2,3,3,4,3,4,4,4,3,3,4,3,3,3,3,3,3,3,4,4,1,3
HOMER_Quiz_1050077,,MULTICHOICE,2,1,1,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,2,2,3,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,3,3,2,4,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,2
HOMER_Quiz_1050078,,MULTICHOICE,2,1,4,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,4,2,2,4,2,2,2,4,2,4,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,2,2,2,2,2,4,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,4,4,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2
HOMER_Quiz_1050079,,MULTICHOICE,4,1,4,1,1,1,1,4,2,1,4,4,4,4,1,3,1,4,4,4,4,4,1,4,4,4,1,4,4,1,4,1,4,4,4,4,4,4,4,4,4,1,1,3,3,4,4,1,4,4,4,4,4,1,1,4,1,4,4,1,1,4,4,2,4,4,4,3,3,1,1,3,1,4,4,4,1,4,1,4,4,4,4,1,4,4,4,4,1,1,4,4,1,1,1,4,4,4,4,1,4,4,4,1,4,1,3,1,1,4,4,2,4,4,4,4,1,4,4,4,4,4,1,1,1,2,1,3,1,4,1,1,1,4,4,4,4,4,4,4,4,4,1,1,4,4,1,4,3,4,4,1,4,1,4,4,4,4,3,4,4,4,4,4,1,4,4,2,4,4,2,4,2,4
HOMER_Quiz_1050080,,MULTICHOICE,2,1,1,1,2,3,1,1,1,1,1,2,2,1,1,4,3,2,2,2,4,4,2,2,1,1,2,2,3,4,4,1,2,1,2,3,2,1,1,2,4,1,1,1,2,1,2,2,4,3,3,1,2,3,2,1,1,4,3,1,1,3,2,3,2,2,3,2,2,2,1,4,2,3,1,2,4,2,2,2,1,3,3,1,1,3,2,1,1,1,1,1,1,2,1,1,3,1,2,2,3,3,3,4,1,1,2,1,1,3,2,3,2,2,4,1,2,3,1,2,4,2,1,2,4,3,4,2,1,2,1,4,3,1,3,3,1,2,4,1,2,3,3,3,2,2,3,4,2,2,3,1,3,1,1,2,1,2,1,1,2,3,1,4,1,1,2,4,1,1,3,3,2,2
HOMER_Quiz_1050081,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,2,3,4,4,4,3,4,4,1,3,4,1,4,4,4,4,2,3,4,3,4,4,4,4,4,4,3,4,4,3,2,3,4,4,4,3,4,3,2,4,3,2,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,2,4,3,3,3,3,4,4,4,4,3,3,4,3,2,4,3,1,3,4,4,4,4,4,3,3,4,3,3,4,4,4,3,1,4,3,1,3,4,4,4,2,3,4,4,3,3,4,1,4,4,4,3,2,4,4,4,3,3,1,4,4,3,3,4,3,3,4,4,3,4,3,3,3,3,4,3,4,4,3,1,4,3,3,3,4,4,3,4,4,3,3,2,2,4
HOMER_Quiz_1050082,,MULTICHOICE,2,1,2,2,4,2,3,2,2,2,2,4,2,4,1,1,2,4,4,4,2,2,3,2,2,2,1,2,2,2,1,2,2,4,2,2,2,4,2,2,3,1,2,2,1,2,4,1,2,3,4,1,3,4,3,1,3,2,2,4,2,3,2,3,2,2,4,2,2,2,3,4,2,3,4,4,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,4,2,2,2,3,2,1,2,2,2,2,2,1,4,2,2,4,2,2,2,3,2,2,4,4,4,2,1,2,3,2,2,4,2,2,2,2,2,4,4,2,4,2,4,2,2,4,4,1,1,2,2,4,1,1,4,4,2,2,3,3,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,3,2,2,3,2,3,2
HOMER_Quiz_1050083,,MULTICHOICE,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,1,1,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,4,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,1,3,1,3,3,2,3,3,3,3,2,1,3,3,3,2,3
HOMER_Quiz_1050084,,MULTICHOICE,3,1,3,3,1,3,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,3,3,1,4,3,3,3,3,3,3,1,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,1,1,3,3,3,3,3,1,3,1,2,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3
HOMER_Quiz_1050085,,MULTICHOICE,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
HOMER_Quiz_1050086,,MULTICHOICE,3,1,3,3,1,3,3,3,1,3,3,3,3,2,3,3,3,3,3,3,3,1,2,3,2,3,1,3,3,2,1,3,3,1,3,1,3,3,3,3,3,3,3,1,1,3,3,1,1,1,1,3,1,1,3,1,1,3,3,1,3,3,3,1,1,1,1,1,1,3,3,1,3,3,3,1,3,3,1,1,1,2,3,3,1,3,1,1,1,3,3,1,1,2,3,3,1,3,1,3,1,3,3,3,3,1,1,1,1,1,3,3,1,3,3,2,3,1,3,3,1,3,3,3,3,1,3,1,3,3,3,1,1,3,3,1,1,1,1,3,1,3,1,1,1,1,1,3,1,3,2,3,3,1,3,3,3,1,1,3,3,3,1,3,3,3,3,3,3,1,1,1,3,3
HOMER_Quiz_1050087,,MULTICHOICE,2,1,2,2,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,4,1,4,1,1,2,4,2,1,2,2,2,2,2,2,1,2,2,2,1,4,2,2,1,2,2,2,3,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,4,2,2,2,1,2,2,3,2,1,2,2,2,1,4,3,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,1,4,2,2,2,2,2,1,2,4,2,1,2,1,2,2,2,1,1,4,2,2,2,4,1,1,1,2,2,2,2,2,4,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2
HOMER_Quiz_1050088,,MULTICHOICE,3,1,2,3,3,2,2,2,3,2,2,2,3,3,3,2,3,3,3,4,2,2,2,3,3,3,3,3,3,2,3,3,2,2,3,2,2,4,3,3,2,3,4,2,3,3,3,2,2,4,3,2,2,3,2,2,2,2,3,4,3,4,4,3,3,3,2,4,3,2,2,1,3,3,4,3,2,4,2,3,2,3,2,2,4,3,3,3,2,3,2,3,3,2,3,2,2,4,3,2,3,3,3,3,3,2,3,4,3,3,3,2,3,3,3,1,2,4,2,3,2,3,3,3,3,2,4,3,2,4,2,3,3,3,3,2,2,3,3,3,4,3,3,4,3,3,2,3,2,4,3,3,3,3,2,3,2,2,3,2,3,3,2,3,4,3,2,4,3,4,2,3,2,2
HOMER_Quiz_1050089,,MULTICHOICE,1,1,1,1,2,1,2,3,2,4,2,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,4,1,1,3,2,1,1,1,1,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,3,3,1,1,1,1,1,2,1,1,4,1,3,1,1,2,1,1,1,1,1,1,1,1,3,3,1,2,1,4,1,1,1,4,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,1,2,1,2,1,1,3,3,3,1,1,1,1,1,4,4,1,1,1,3,3,3,1,1,1,1,1,1
HOMER_Quiz_1050090,,MULTICHOICE,3,1,2,3,3,3,3,3,3,4,3,4,4,4,3,4,3,3,4,3,3,3,3,3,3,4,3,4,3,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,4,4,3,3,3,3,3,3,4,3,4,4,2,4,3,3,3,3,2,3,4,3,3,2,3,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,4,4,3,2,3,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,3,4,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,3,3,3,3,4,4,3,3,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,3,4,3,3
HOMER_Quiz_1050091,,MULTICHOICE,2,1,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,4,2,2,2,2,1,4,4,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2
HOMER_Quiz_1050092,,MULTICHOICE,3,1,3,3,3,3,3,3,3,1,2,1,3,1,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,2,1,2,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,1,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,1
