HOMER_QUIZ_1044557,,MULTICHOICE,3,1,3,3,3,3,3,5,3,3,3,2,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3
HOMER_QUIZ_1044558,,MULTICHOICE,3,1,3,3,4,3,3,3,1,1,5,4,3,2,2,3,2,4,3,1,1,3,3,3,3,2,1,5,4,1,5,1,3,1,1,3,1,3,4,3,2,2,1,1,3,3,1,5,3,3,1,2,3,3,3,3,2,5,3,1,1,3,1,1,3,1,3,1,3,1,3,3,3,1,1,3,3,2,1,2,3,2,1,2,1,1,5,1,2,3,1,3,4,5,1,1,3,2,3,3,1,3,1,4,2,3,3,1,2,3,3,1,2,3,1,4,2,3,3,1,4,2,4,1,3,3,4,4,2,1,2
HOMER_QUIZ_1044559,,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,4,4,3,4,3,4,3,3,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3
HOMER_QUIZ_1044560,,MULTICHOICE,1,1,1,1,1,4,1,1,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_QUIZ_1044561,,MULTICHOICE,2,1,4,1,2,1,2,2,2,4,2,1,1,3,2,4,1,3,1,3,1,1,4,1,3,2,4,1,2,4,2,1,3,4,4,3,2,2,2,3,1,1,4,1,1,1,3,3,1,2,1,4,2,1,2,1,1,2,1,1,3,2,1,4,2,1,4,4,1,2,4,1,2,1,3,1,2,1,1,2,2,2,3,1,3,1,1,2,1,2,2,1,3,1,2,1,1,2,2,1,1,3,4,1,4,3,3,3,4,1,3,1,4,2,1,4,3,2,1,1,4,1,4,1,2,1,2,2,1,4,4
HOMER_QUIZ_1044562,,MULTICHOICE,5,1,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,3,5,5,5,5,5,3,5,3,5,3,3,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5
HOMER_QUIZ_1044563,,MULTICHOICE,4,1,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1
HOMER_QUIZ_1044564,,MULTICHOICE,3,1,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
HOMER_QUIZ_1044565,,MULTICHOICE,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4
HOMER_QUIZ_1044566,,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,4,3,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,3,1,1,2,1,1,1,3,1,1,1,1,4,1,1
HOMER_QUIZ_1044567,,MULTICHOICE,4,1,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2
HOMER_QUIZ_1044568,,MULTICHOICE,3,1,3,3,4,3,4,2,3,3,2,4,3,3,4,2,4,3,5,3,3,4,4,3,3,3,3,3,3,4,3,4,3,3,4,3,2,3,2,3,2,2,4,3,3,4,4,3,4,2,2,3,1,3,2,4,2,3,2,3,3,3,3,4,4,3,2,1,3,4,2,3,2,4,2,3,2,2,3,2,3,4,4,2,3,3,2,3,3,3,3,3,4,2,2,3,2,2,2,4,2,2,2,4,4,2,3,4,3,4,3,3,3,3,4,2,2,2,2,1,4,3,4,3,4,4,4,4,4,4,3
HOMER_QUIZ_1044569,,MULTICHOICE,2,1,4,2,2,2,2,2,2,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
HOMER_QUIZ_1044570,,MULTICHOICE,4,1,4,5,4,4,5,4,4,4,4,1,1,4,5,5,2,4,4,1,4,5,4,4,1,4,4,5,4,4,4,4,4,4,4,1,4,1,4,5,4,4,4,4,4,5,4,5,5,5,4,4,4,1,5,5,3,4,4,4,5,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,1,4,4,4,5,1,4,5,4,4,4,3,4,4,4,3,1,4,2,5,1,1,4,4,4,4,4,4,5,5,4,4,3,5,4,4,2,4,4,4,1,5
HOMER_QUIZ_1044571,,MULTICHOICE,3,1,4,3,3,3,4,3,2,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
HOMER_QUIZ_1044572,,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5
HOMER_QUIZ_1044573,,MULTICHOICE,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOMER_QUIZ_1044574,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4
HOMER_QUIZ_1044575,,MULTICHOICE,2,1,2,2,2,4,2,2,4,4,2,2,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,4,2,2,2,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,2,4,2
HOMER_QUIZ_1044576,,MULTICHOICE,2,1,3,1,3,2,1,2,3,2,2,3,1,2,3,3,3,3,4,3,2,1,2,2,3,2,1,2,2,1,4,2,3,2,2,2,3,2,2,2,1,3,2,2,2,2,1,2,3,4,1,3,3,2,2,2,3,2,1,2,3,2,2,4,3,4,3,1,1,3,4,3,4,2,3,1,3,1,2,2,1,2,1,2,3,1,2,2,4,1,2,2,3,4,2,1,1,2,2,2,2,3,2,1,2,3,2,2,1,4,2,2,3,4,1,2,2,1,4,3,2,3,2,2,2,2,4,2,3,4,2
HOMER_QUIZ_1044577,,MULTICHOICE,5,1,5,5,5,5,5,5,2,1,1,5,1,3,2,4,5,5,5,5,3,5,5,5,5,5,5,3,5,5,5,3,5,2,2,2,5,5,5,5,5,5,5,5,4,5,5,5,1,5,4,2,3,1,5,2,5,5,5,5,2,5,5,5,5,5,2,5,2,5,5,5,5,5,4,2,5,5,5,4,5,3,5,2,5,5,5,5,2,2,5,5,5,5,5,2,2,5,5,5,5,5,5,2,5,1,1,2,2,2,2,5,5,5,1,5,5,2,2,5,2,2,5,5,2,1,4,2,5,5,4
HOMER_QUIZ_1044578,,MULTICHOICE,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,3,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
HOMER_QUIZ_1044579,,MULTICHOICE,2,1,3,3,3,3,2,4,3,3,3,4,3,3,3,4,3,2,3,3,3,2,3,4,4,3,2,2,2,3,3,2,5,3,2,4,4,3,3,3,2,3,3,3,3,4,2,1,3,2,3,4,3,3,4,3,4,2,3,2,3,3,3,2,3,2,3,1,3,2,2,3,3,2,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,2,4,1,3,2,2,3,4,2,1,2,4,1,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,4,2,2,2,1,2,3,2,2,3,2,3,3
HOMER_QUIZ_1044580,,MULTICHOICE,5,1,4,5,4,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
HOMER_QUIZ_1044581,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1044584,,MULTICHOICE,4,1,4,4,4,4,2,4,2,3,4,4,4,4,4,2,4,2,4,4,4,2,4,4,4,4,3,4,4,3,2,4,3,4,2,2,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,4,1,4,4,4,3,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4,4,1,2,4,4,4
HOMER_QUIZ_1044585,,MULTICHOICE,3,1,3,3,1,3,2,3,3,2,2,3,1,3,2,3,3,1,3,3,1,3,3,3,2,3,3,1,1,3,3,3,1,3,1,3,1,1,3,2,3,3,3,3,1,3,1,3,1,3,3,3,3,3,3,1,3,3,3,1,3,1,3,3,3,3,2,1,1,1,3,3,3,2,3,3,3,2,1,3,3,2,3,3,3,3,2,3,1,1,3,3,3,1,1,3,4,1,3,1,3,3,3,3,3,3,3,1,1,1,3,3,1,3,4,3,3,1,3,1,3,3,2,3,3,3,1,3,1,3,3
HOMER_QUIZ_1044586,,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,2,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1044587,,MULTICHOICE,4,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4
HOMER_QUIZ_1044588,,MULTICHOICE,4,1,1,1,5,4,1,1,1,1,2,2,4,1,4,1,1,2,2,1,5,1,1,3,2,1,4,1,2,2,3,1,4,4,2,1,1,1,4,4,4,5,1,4,4,1,1,1,4,1,5,4,1,2,1,1,1,1,1,1,5,1,5,1,1,2,5,4,1,4,4,1,1,5,5,1,2,2,1,2,5,2,1,2,1,1,2,1,1,2,2,1,5,4,1,4,5,1,1,1,1,1,1,5,1,1,1,4,1,5,4,2,1,4,1,1,5,1,1,5,1,1,1,2,1,5,1,1,5,2,1
HOMER_QUIZ_1044589,,MULTICHOICE,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1
HOMER_QUIZ_1044590,,MULTICHOICE,4,1,4,1,4,4,4,4,4,3,5,4,4,5,4,5,4,4,4,4,4,4,1,5,5,4,4,4,4,5,4,4,4,4,3,2,4,4,4,4,4,1,5,4,4,4,2,4,1,4,4,5,4,4,1,4,4,3,4,4,4,4,3,4,4,1,4,4,1,4,1,2,4,5,4,4,4,4,5,1,4,4,5,4,4,4,5,5,4,4,4,5,5,4,4,4,3,5,4,4,1,4,4,4,4,3,1,5,1,4,2,1,4,4,4,4,4,4,4,4,1,4,4,4,2,4,4,2,4,5,4
HOMER_QUIZ_1044591,,MULTICHOICE,4,1,3,4,4,2,4,2,2,5,4,4,2,4,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,2,4,4,4,2,4,4,4,4,2,4,2,5,4,4,2,3,4,4,1,4,3,4,4,2,4,4,2,4,2,3,2,1,4,2,3,4,4,4,4,4,2,2,2,4,2,4,1,2,3,4,4,2,4,4,4,3,3,2,4,4,4,2,4,4,2,4,4,2,4,2,2,2,5,4,4,4,2,2,2,3,4,4,4
HOMER_QUIZ_1044592,,MULTICHOICE,4,1,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,1,1,4,4,4,3,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,3,4,4,4,4,4,3,3,4,4
HOMER_QUIZ_1044593,,MULTICHOICE,3,1,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,4,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
