HOMER_QUIZ_1051624,MUSCULOSKELETAL,MULTICHOICE,1,1,1,1,1,1,3,3,1,2,1,3,1,2,2,3,2,1,3,1,1,1,2,3,2,3,1,1,1,3,2,1,1,3,3,2,1,2,1,1,3,3,4,1,3,2,2,1,2,1,1,2,2,1,3,2,1,1,2,1,1,3,1,1,2,1,1,1,1,3,3,2,1,1,2,2,3,2,2,2,3,2,1,3,1,3,3,1,1,1,2,1,2,3,2,2,2,1,1,3,2,2,1,2,1,1,2,4,3,2,3,1,2,3,4,2,3,2,3,1,1,4,3,1,2,2,1,2,3,2,2,1,1,2,3,3,3,3,2,1,2,3,1,3,1,3,3,3,1,3,1,1,3,1,1,3,1,3,1,1,3,1,1,1,1,3,1,1
HOMER_QUIZ_1051625,MUSCULOSKELETAL,MULTICHOICE,2,1,2,2,1,4,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,4,2,2,2,4,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,1,2,1,4,2,2,4,2,2,3,2,2,1,2,2,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,4,2,1,1,2,2,2,3,2,4,2,2,1,2,1,2,2,2,1,2,2,4,2,4,4,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2
HOMER_QUIZ_1051555,MUSCULOSKELETAL,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,1,1,3,2,3,3,3,2,1,3,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,1,3,3,3,1,3,1,3,3,3,1,3,1,3,3,3,1,3,3,1,3,3,3,3,3,1,3,1,3,1,3,1,3,3,1,3,3,1,1,1,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1
HOMER_QUIZ_1051556,MUSCULOSKELETAL,MULTICHOICE,5,1,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,4,5,5,4,5,4,5,5,5,4,5,4,5,5,4,5,4,4,5,4,5,3,4,5,5,4,3,4,5,4,4,3,5,5,4,4,5,3,3,4,4,5,4,4,5,5,5,4,3,5,4,4,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,3,5,5,5,5,4,5,4,5,3,5,3,5,5,5,5,3,4,5,4,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5
HOMER_QUIZ_1051557,ONCOLOGY,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1051571,ONCOLOGY,MULTICHOICE,4,1,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,5,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,5,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,4,3
HOMER_QUIZ_1051558,ONCOLOGY,MULTICHOICE,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5
HOMER_QUIZ_1051628,ONCOLOGY,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1051559,NEUROSCIENCES,MULTICHOICE,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,1,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,3,1,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1051629,NEUROSCIENCES,MULTICHOICE,2,1,4,1,4,1,1,4,2,3,2,1,1,2,3,1,2,1,4,2,1,2,2,3,3,3,2,2,2,4,1,1,2,3,4,2,3,4,2,1,2,2,1,1,2,2,1,2,2,3,2,1,2,1,2,1,1,1,2,1,2,2,1,1,3,2,1,2,1,2,1,1,1,1,3,1,2,2,2,1,2,2,1,2,2,1,3,4,3,2,3,2,2,2,3,2,4,1,4,2,1,2,4,2,3,1,4,2,3,2,4,4,2,2,1,1,4,2,1,4,4,2,3,2,4,2,1,3,3,1,3,2,1,3,2,4,2,3,3,1,2,2,2,2,2,2,1,2,1,4,4,2,1,1,1,2,1,4,1,2,2,4,2,2,1,2,1,2
HOMER_QUIZ_1051630,NEUROSCIENCES,MULTICHOICE,3,1,3,2,3,3,3,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,3,3,3,2,2,2,3,2,3,2,3,2,3,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,3,3,3,2,3,3,3,2,2,2,2,3,3,2,3,2,3,2,3,3,2,3,2,2,3,3
HOMER_QUIZ_1051560,NEUROSCIENCES,MULTICHOICE,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,4,2,2,1,1,1,1,2,1,2,1,1,1,1,4,1,2,1,1,2,1,1,4,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1
HOMER_QUIZ_1051561,NEUROSCIENCES,MULTICHOICE,4,1,4,4,4,2,4,4,4,2,2,4,4,4,4,2,4,2,4,4,2,4,4,4,4,4,2,4,4,2,2,4,2,2,4,2,3,3,4,2,2,3,3,3,4,4,4,2,3,4,4,4,2,2,3,3,4,3,3,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,2,3,3,4,2,4,4,4,4,3,4,4,3,4,4,4,4,4,4,2,4,4,4,4,3,4,4,2,4,2,4,4,3,4,4,4,2,2,3,2,4,4,2,4,4,2,2,3,4,4,4,4,4,3,4,4,4,2,4,4,4,2,2,3,4,3,3,4,4,4,3,2,3,4,4,4,3,4,4,3,4,2,2,4,2,4,4,2,3,4,2,4
HOMER_QUIZ_1051562,NEUROSCIENCES,MULTICHOICE,1,1,1,3,3,3,3,1,3,3,3,3,3,1,3,3,3,3,4,3,3,1,1,1,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,4,1,2,1,3,1,3,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,3,1,1,3,1,3,4,3,3,3,3,1,4,3,3,1,3,1,3,1,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,1,3,3,1,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,4
HOMER_QUIZ_1051572,NEUROSCIENCES,MULTICHOICE,4,1,2,2,3,3,4,4,1,4,4,4,4,3,4,4,4,2,4,4,3,4,4,1,1,3,4,4,4,4,4,4,4,1,3,4,4,2,4,4,4,4,4,4,2,4,1,2,4,1,4,4,4,4,3,4,1,4,3,4,1,4,2,4,4,4,4,4,1,1,4,3,4,3,2,2,4,3,4,4,4,3,4,1,4,4,4,3,4,4,3,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,1,4,4,2,4,4,4,4,1,3,1,3,4,4,4,4,1,2,3,3,4,1,3,4,4,4,4,1,4,4,1,4,4,3,4,3,4,4,4,1,4,4
HOMER_QUIZ_1051602,NEUROSCIENCES,MULTICHOICE,3,1,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,3,3,1,3,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,4,1,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
HOMER_QUIZ_1051553,NEUROSCIENCES,MULTICHOICE,2,1,4,1,2,2,1,2,3,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,3,2,2,2,1,2,1,3,2,2,1,2,1,1,1,2,2,3,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,3,2,1,1,1,3,2,2,1,2,1,1,1,2,1,3,2,1,1,3,2,2,1,3,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,3,1,1,1,2,1,2,1,3,2,2,3,3,2,4,2,3,1,4,2,1,2,2,1,1,1,1,2,1,1,2,1,2,3,1,2,3,3,4,2,1,1,3,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1
HOMER_QUIZ_1051603,NEUROSCIENCES,MULTICHOICE,4,1,4,3,3,3,2,3,3,3,4,3,2,3,4,4,4,3,4,3,3,4,3,3,2,3,3,4,3,4,4,3,4,2,3,4,3,3,4,3,2,4,4,4,4,4,4,4,3,4,3,4,3,1,3,4,4,3,3,3,3,4,4,4,4,4,4,3,1,4,4,4,1,4,2,3,2,4,4,4,3,3,4,2,4,3,3,3,3,2,3,4,4,4,4,3,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,3,1,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,3,4,4,4,3,4,4,2,4,4,4,3,4,4,4,3,4,4,3,2,3,3,4,4,4,4,2,3,4,1,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1051563,NEUROSCIENCES,MULTICHOICE,4,1,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1051642,GASTROENTEROLOGY,MULTICHOICE,4,1,4,4,3,2,4,2,4,4,4,3,1,2,4,4,2,4,3,4,1,3,4,3,1,3,4,4,3,4,2,1,1,1,1,3,2,2,3,1,2,4,3,2,1,3,1,3,4,3,2,2,1,4,3,3,1,4,3,4,2,3,1,4,1,4,2,3,4,2,3,3,2,2,1,4,2,1,3,3,3,4,3,1,4,3,3,2,3,2,2,3,3,1,1,2,3,1,3,3,4,2,4,1,4,2,2,1,4,2,3,4,3,4,1,4,2,2,1,3,3,3,1,4,3,4,3,4,3,3,2,3,2,3,1,4,1,3,3,3,2,2,2,2,4,2,1,3,3,3,2,1,2,4,4,4,3,4,4,4,3,3,4,4,4,4,4,3
HOMER_QUIZ_1051573,GASTROENTEROLOGY,MULTICHOICE,4,1,1,4,4,4,3,4,3,2,4,3,4,4,4,3,4,4,4,3,4,4,4,4,2,4,4,3,4,1,4,4,2,3,4,4,4,4,4,3,3,3,2,3,3,1,4,2,4,4,3,4,3,4,4,4,2,4,2,4,2,1,1,4,3,4,4,3,4,3,4,2,2,2,4,3,3,2,4,2,4,4,3,4,2,3,4,4,3,4,4,4,2,2,4,4,3,4,3,4,4,1,4,4,4,3,4,3,4,2,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,1,4,2,3,3,4,3,4,3,4,4,4,4,3,2,1,4,4,2,4,3,4,4,3,3,4,4,3,4,4,4,4,2,4,4
HOMER_QUIZ_1051643,GASTROENTEROLOGY,MULTICHOICE,4,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1051605,GASTROENTEROLOGY,MULTICHOICE,4,1,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,2,4,4,2,4,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
HOMER_QUIZ_1051565,GASTROENTEROLOGY,MULTICHOICE,3,1,1,1,4,3,1,1,1,3,1,3,3,1,3,2,1,1,3,1,3,3,3,3,1,1,1,1,3,3,1,2,3,3,1,3,3,3,3,3,1,1,3,3,1,3,2,3,3,1,1,3,1,3,1,3,3,3,1,1,3,1,1,3,1,3,3,1,3,1,3,3,3,3,3,3,1,3,4,3,1,3,3,1,3,1,1,1,1,2,4,3,1,1,1,1,3,1,1,1,3,3,3,3,3,1,3,3,3,3,3,2,1,3,1,3,3,3,1,3,4,3,1,1,3,1,3,1,3,1,3,1,3,3,1,2,3,1,4,1,3,1,3,1,3,1,3,3,3,3,1,1,1,1,3,3,1,3,1,3,1,2,3,3,3,1,3,3
